Transaction Date,Post Date,Description,Category,Type,Amount,Memo
07/15/2025,07/16/2025,OSAKA JAPANESE GRILL,Food & Drink,Sale,-65.66,
07/15/2025,07/16/2025,Prime Video Channels,Shopping,Sale,-14.22,
07/15/2025,07/16/2025,Amazon.com*NR57B5XN1,Shopping,Sale,-82.28,
07/15/2025,07/16/2025,USPS PO 4700840702,Shopping,Sale,-9.34,
07/15/2025,07/16/2025,AMAZON MKTPLACE PMTS,Shopping,Return,23.30,
07/15/2025,07/16/2025,AMAZON MKTPL*NR8NK2XE1,Shopping,Sale,-26.10,
07/13/2025,07/15/2025,FOOD LION #1362,Groceries,Sale,-153.00,
07/13/2025,07/15/2025,AMAZON MKTPL*NR0UN3XA0,Shopping,Sale,-41.64,
07/12/2025,07/14/2025,AMAZON MKTPL*566U94YT3,Shopping,Sale,-18.64,
07/13/2025,07/14/2025,LEARNDOBECOME.COM,Professional Services,Sale,-25.00,
07/13/2025,07/14/2025,PetSmart,Shopping,Sale,-81.32,
07/12/2025,07/14/2025,ATT*BILL PAYMENT,Bills & Utilities,Sale,-127.68,
07/12/2025,07/14/2025,CHICK-FIL-A #01235,Food & Drink,Sale,-24.41,
07/12/2025,07/13/2025,THE SHED SMOKEHOUSE,Food & Drink,Sale,-10.98,
07/12/2025,07/13/2025,THE SHED SMOKEHOUSE,Food & Drink,Sale,-10.98,
07/12/2025,07/13/2025,THE SHED SMOKEHOUSE,Food & Drink,Sale,-25.56,
07/12/2025,07/13/2025,THE SHED SMOKEHOUSE,Food & Drink,Sale,-21.96,
07/12/2025,07/13/2025,THE SHED SMOKEHOUSE,Food & Drink,Sale,-26.24,
07/11/2025,07/13/2025,Amazon Digit*NR3FQ6FE0,Shopping,Sale,-13.14,
07/12/2025,07/13/2025,AMAZON MKTPL*NR5T324K0,Shopping,Sale,-61.45,
07/11/2025,07/13/2025,AMAZON MKTPL*NR1FH4AF2,Shopping,Sale,-41.00,
07/09/2025,07/11/2025,FOOD LION #1362,Groceries,Sale,-130.00,
07/10/2025,07/11/2025,PY *Urbanex Pest Control,Home,Sale,-150.12,
07/10/2025,07/11/2025,AMAZON MKTPL*NL4920VA1,Shopping,Sale,-20.50,
07/10/2025,07/11/2025,SP HUMBY ORGANICS,Shopping,Sale,-42.98,
07/09/2025,07/10/2025,AMAZON MKTPL*NL39X0E41,Shopping,Sale,-263.39,
07/09/2025,07/10/2025,AMAZON MKTPL*NL50B2UX2,Shopping,Sale,-263.38,
07/09/2025,07/10/2025,SP ANCIENT NUTRITION,Groceries,Sale,-66.30,
07/09/2025,07/10/2025,Prime Video Channels,Shopping,Sale,-10.94,
07/09/2025,07/10/2025,AMAZON MKTPLACE PMTS,Shopping,Return,7.67,
07/08/2025,07/09/2025,AMAZON MKTPL*NL4LR3LK1,Shopping,Sale,-33.35,
07/08/2025,07/09/2025,BP#1202000PLANTATION MAR,Gas,Sale,-11.15,
07/09/2025,07/09/2025,PETLABCO,Shopping,Sale,-96.18,
07/08/2025,07/09/2025,AMAZON MKTPLACE PMTS,Shopping,Return,274.36,
07/07/2025,07/09/2025,FOOD CITY #644,Groceries,Sale,-56.04,
07/07/2025,07/08/2025,AMAZON MKTPL*N38YT5RD1,Shopping,Sale,-23.30,
07/07/2025,07/08/2025,AMAZON MKTPL*NL9IA6OE0,Shopping,Sale,-548.72,
07/07/2025,07/08/2025,AMAZON MKTPL*NL3BT1MO2,Shopping,Sale,-41.68,
07/06/2025,07/08/2025,CASEY S # 4464,Gas,Sale,-22.13,
07/07/2025,07/08/2025,ASIAN BUFFET GRILL&amp;SUSHI,Food & Drink,Sale,-42.39,
07/07/2025,07/08/2025,AMAZON MKTPL*NL4IQ4BU2,Shopping,Sale,-55.90,
07/07/2025,07/08/2025,AMAZON MKTPL*NL9MM7CP0,Shopping,Sale,-19.47,
07/07/2025,07/08/2025,BP#1202000PLANTATION MAR,Gas,Sale,-78.20,
07/07/2025,07/07/2025,PURCHASE INTEREST CHARGE,Fees & Adjustments,Fee,-681.88,
07/06/2025,07/07/2025,SP ALOHA,Groceries,Sale,-56.09,
07/06/2025,07/07/2025,LOVE'S #0788 INSIDE,Gas,Sale,-3.65,
07/06/2025,07/07/2025,BOJANGLES 1193,Food & Drink,Sale,-24.98,
07/05/2025,07/06/2025,RIL MAIN STORE,Shopping,Sale,-42.31,
07/03/2025,07/06/2025,SHELL OIL 10087335005,Gas,Sale,-31.75,
07/03/2025,07/06/2025,SHELL OIL 10087335005,Gas,Sale,-8.20,
07/04/2025,07/06/2025,QT 259 OUTSIDE,Gas,Sale,-31.16,
07/03/2025,07/06/2025,CIRCLE K # 01336,Gas,Sale,-22.91,
07/04/2025,07/06/2025,QT 654,Gas,Sale,-19.34,
07/04/2025,07/06/2025,FOOD LION #1362,Groceries,Sale,-26.54,
07/04/2025,07/06/2025,FAIRFIELD INN &amp; SUITES,Travel,Sale,-160.43,
07/04/2025,07/04/2025,AUTOMATIC PAYMENT - THANK,,Payment,990.00,
07/04/2025,07/04/2025,GOOGLE *YouTube TV,Bills & Utilities,Sale,-90.87,
07/03/2025,07/04/2025,SP IGLOOPRODUCTSCORP,Shopping,Sale,-44.92,
07/03/2025,07/04/2025,CIRCLE K # 01336,Gas,Sale,-30.94,
07/03/2025,07/04/2025,HERITAGE NUTRITION,Shopping,Sale,-30.05,
07/01/2025,07/03/2025,Amazon Digit*N368E3ZT0,Shopping,Sale,-8.75,
07/02/2025,07/03/2025,WCI*WASTE CONN OF TN,Bills & Utilities,Sale,-87.23,
06/30/2025,07/02/2025,CHICK-FIL-A #02847,Food & Drink,Sale,-27.32,
06/30/2025,07/02/2025,SHELL OIL 12457609001,Gas,Sale,-51.17,
07/01/2025,07/02/2025,Five Star Breaktime So,Food & Drink,Sale,-2.65,
06/29/2025,07/01/2025,FOOD LION #1362,Groceries,Sale,-97.00,
06/30/2025,07/01/2025,MCDONALD'S F21687,Food & Drink,Sale,-18.39,
06/30/2025,07/01/2025,I3B*BLOUNT TN CLERK,Bills & Utilities,Sale,-33.74,
06/30/2025,07/01/2025,SQ *DARLIN DOGGIE DO'S,Professional Services,Sale,-237.58,
